"UID_ANONYM_COVID","coco2_cal_SEXE","coco2_cal_AGE1","coco2_cal_AGE2","coco2_cal_DIPL","coco2_cal_ZEAT","coco2_q04","coco2_q06_1","coco2_q06_2","coco2_q06_3","coco2_q06_4","coco2_q06_5","coco2_q06_6","coco2_q06_7","coco2_q06_8","coco2_q06_9","coco2_q06_10","coco2_q07_1","coco2_q07_2","coco2_q07_3","coco2_q09","coco2_q10","coco2_q16","coco2_q17","coco2_q18","coco2_q19","coco2_q20","coco2_q21","coco2_q25_a","coco2_q38_modifie","coco2_q47","coco2_q51","coco2_q52_1","coco2_q52_2","coco2_q52_3","coco2_q52_4","coco2_q53_1","coco2_q53_2","coco2_q53_3","coco2_q54_1","coco2_q54_2","coco2_q54_3","coco2_q54_4","coco2_q54_5","coco2_q54_6","coco2_q54_7","coco2_q54_8","coco2_q54_bis_1","coco2_q54_bis_2","coco2_q54_bis_3","coco2_q54_bis_4","coco2_q54_bis_5","coco2_q54_bis_6","coco2_q54_bis_7","coco2_q59_1","coco2_q59_2","coco2_q59_3","coco2_q59_4","coco2_q59_5","coco2_q59_6","coco2_q59_7","coco2_q59_8","coco2_q59_9","coco2_q64","coco2_q68","coco2_q79","coco2_q92","coco2_q93_1","coco2_q93_2","coco2_q93_3","coco2_q93_4","coco2_q93_5","coco2_q94","coco2_q95_1","coco2_q95_2","coco2_q95_3","coco2_q95_4","coco2_q95_5","coco2_q95_6","coco2_q96_1","coco2_q96_2","coco2_q96_3","coco2_q96_4","coco2_q96_5","coco2_q96_6","coco2_q96_7","coco2_q96_8","coco2_q96_9","coco2_q97","coco2_q98","coco2_q99_1","coco2_q99_2","coco2_q99_3","coco2_Bloc2_DO_exp1_gpe","coco2_exp1_gpe_a","coco2_exp1_gpe_b","coco2_q100","coco2_q101","coco2_q102","coco2_q103_1","coco2_q103_2","coco2_q103_3","coco2_q104_1","coco2_q104_2","coco2_q104_3","coco2_q105_1","coco2_q105_2","coco2_q105_3","coco2_q106_1","coco2_q106_2","coco2_q106_3","coco2_q107_1","coco2_q107_2","coco2_q107_3","coco2_q107_4","coco2_q107_5","coco2_q107_6","coco2_q107_7","coco2_q107_8","coco2_q108_1_1","coco2_q108_2_1","coco2_q108_3_1","coco2_q108_4_1","coco2_q108_5_1","coco2_q108_6_1","coco2_q108_7_1","coco2_q109_1","coco2_q109_2","coco2_q109_3","coco2_q109_4","coco2_q109_5","coco2_q109_6","coco2_q109_7","coco2_q109_8","coco2_q110_1","coco2_q110_2","coco2_q110_3","coco2_q111_1","coco2_q111_2","coco2_q111_3","coco2_q111_4","coco2_q111_5","coco2_q111_6","coco2_q112_1","coco2_q112_2","coco2_q112_3","coco2_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco2_POIDS","coco2_PDSPLT","coco2_cal_NAT","coco2_POIDS_INIT","coco2_PDSPLT_INIT"
17,2,4,4,4,6,1,1,2,1,2,2,2,2,2,2,2,2,2,1,3,6666,3,5,2,4,2,3,2,2,3,5,5,2,5,4,2,1,3,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,6,5,9,6,9,9,7,5,8,2,10,1,1,1,2,2,2,80,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,3,2,2,2,1,1,6666,10,8,3,4,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.769723875493002,0.757681218479522,0.546768953118251,0.821506978202917,2,11,1,1,6,2,6,7,2,3,1,1,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,1,66,6,6,1,1,6,66,66,6,9,6,6,1,1,1,2,3,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,11,10,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,1,1,5,5,2,3,3,2,2,2,2,1,1,1,1,1,2,2,3,32,3,666,1,2019,6,111,8,6,0.197137286496353,"NA",1,0.303651931,"NA"
19,1,5,5,1,5,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,5,2,4,1,3,3,4,4,5,5,5,5,5,4,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,3,8,2,1,4,5,3,8,1,2,1,2,2,2,6666,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,3,2,2,2,2,6666,1,7,5,5,2,1,1,3,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.809717982217619,0.874516528681275,0.791845145245111,0.784192231401776,1,13,1,1,6,2,6,4,1,1,2,2,6,6,6,6,1,6,5,1,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,4,6,6,6,2,1,2,6,6,2,6,66,1,4,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,12,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,1,2,2,1,2,3,4,3,4,1,2,2,2,1,1,2,3,1,2,5,2,2,51,5,4,3,2019,5,120,0,0,1.67083380778892,"NA",1,1.347581956,"NA"
20,2,1,1,3,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,3,6666,2,1,3,2,4,1,3,9999,9999,9999,5,5,5,5,6,6,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,6666,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,6666,9999,9999,9999,9999,9999,9999,9999,6666,6666,6666,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9999,9999,9999,0.214374391985145,9999,9999,0.401286558877985,2,4,1,1,6,2,6,2,1,2,2,2,77,6,6,6,6,6,9,3,3,9,6,6,7,1,1,66,6,6,6,6,6,6,6,66,66,66,66,6,6,3,2,1,1,2,2,6,66,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,77,99,3,1,3,3,3,3,2,1,2,6,6,6,6,6,6,6,6,6,5,2,2,2,3,7,7,1,3,2,1,1,3,2,1,2,2,2,2,1,2,4,5,3,5,666,666,6,4,2019,2,300,0,0,5.30246669098509,"NA",1,1.421671465,"NA"
23,1,3,3,4,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,3,1,4,3,5,5,5,5,4,4,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,7,2,7,2,1,2,4,1,5,1,1,1,1,2,2,80,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,3,2,1,2,2,1,2,6666,4,10,6,3,1,5,1,2,6666,1,2,2,2,2,1,2,2,2,1,1,2,2,2,6666,6666,6666,1,1,6666,6666,5,3,4,3,2,3,3,3,1,5,2,2,2,3,3,3,2,3,1,5,0.853984713594761,0.713305515402333,0.746105109095461,0.697660727009621,1,9,1,1,6,2,6,2,1,2,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,6,3,6,4,3,2,6,6,2,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,12,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,6,2,2,36,3,4,4,2019,2,120,0,2,0.617632751966274,"NA",1,0.509787785,"NA"
24,2,4,4,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,6666,4,5,2,4,2,4,2,4,2,5,4,4,4,4,6,6,6,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,1,2,1,1,1,2,2,3,5,2,5,1,2,2,1,2,2,6666,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,6666,5,5,5,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.812570009728238,0.630220047575929,0.481080582906223,0.76752528962362,2,11,1,1,6,2,6,4,1,1,2,7,7,3,6,6,1,1,5,1,2,6,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,4,11,6,6,2,1,2,6,6,1,6,66,1,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,5,2,1,55,5,6,3,2019,2,112,9,0,1.14375547479572,"3,66475917559849",1,0.938418606,"3,007649633"
25,2,1,1,3,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,3,2,3,4,4,1,1,5,3,5,5,4,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,8,2,6,6,6,2,2,2,1,1,1,2,2,65,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,1,2,2,6666,1,5,5,5,2,5,5,1,6666,6666,1,2,2,1,2,2,2,2,1,2,2,2,2,2,6666,6666,1,6666,6666,6666,6666,6,6,4,4,6,6,4,4,5,3,5,3,3,3,3,4,4,3,5,2,0.681790573503805,0.686102884548937,0.576595852969416,0.360602384116163,2,4,1,1,6,2,6,1,3,6,6,66,2,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,6,66,6,6,5,1,6,66,1,66,7,4,6,5,2,2,6,6,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,77,99,3,1,1,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,7,2,3,1,2,1,2,1,2,2,2,1,2,1,1,1,3,6,3,4,55,5,666,4,2019,5,112,8,2,4.81408995977829,"NA",1,1.259816119,"NA"
26,2,5,5,1,1,3,2,2,2,1,2,2,1,2,2,2,1,2,2,3,6666,3,3,2,3,3,2,6,4,2,5,4,5,3,4,4,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,7,2,2,9,8,2,5,6666,2,1,1,2,2,6666,2,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,1,1,1,1,2,6666,1,5,0,5,5,5,5,6666,6666,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,1,0.513055843839758,0.520377216273846,0.456728401684783,0.456728401684783,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,88,11,6,6,1,1,1,2,1,3,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,3,1,2,9,3,2,54,5,666,1,2019,1,111,10,8,3.48711850593629,"NA",1,3.45062085,"NA"
27,2,6,6,3,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,1,4,6,4,1,5,5,5,5,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,5,7,4,1,5,8,3,9,6666,2,2,2,1,2,6666,2,2,2,1,2,2,1,2,1,1,2,1,1,1,2,2,4,2,2,2,2,6666,1,5,5,5,5,5,1,6666,6666,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.986161636077245,0.91105837562186,0.914135640968503,0.935555821496661,2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,3,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,1,1,1,1,6,66,1,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,8,7,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,4,1,1,9,3,1,41,4,666,1,2019,2,112,6,0,0.173990952566371,"0,113694122650699",1,0.369377229,"0,339257232"
30,2,6,6,4,6,3,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,3,3,3,3,4,2,4,3,5,3,5,5,5,1,1,3,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,9,1,6,1,4,1,4,1,7,8,3,8,1,2,1,2,2,2,6666,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,6666,1,3,2,3,9999,1,9999,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.508704497739106,0.481633967417827,0.434532406757838,0.452584534882761,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,11,5,5,11,2,1,2,1,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,1,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,1,2,4,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,1,2,2,6,3,5,32,3,4,3,2019,6,111,6,4,0.364823425238588,"NA",1,0.750422349,"NA"
35,2,5,5,4,7,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,4,1,4,2,5,4,5,5,4,1,1,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,4,1,2,2,3,0,2,5,1,1,1,1,2,2,80,2,1,1,2,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,6666,3,5,3,4,5,1,5,6666,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.946167529352628,0.864500506179955,0.821506978202917,0.788945470151779,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,1,6,2,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,2,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,2,2,2,2,1,5,1,2,2,2,2,2,2,2,2,1,1,3,4,1,1,1,1,1,5,3,3,2,2,2,2,2,1,2,2,1,2,1,3,2,2,32,3,3,3,2019,7,111,9,7,0.704089712539347,"NA",1,0.953272827,"NA"
36,2,5,5,2,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,4,2,3,3,3,2,4,3,5,3,2,4,1,1,2,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,2,1,1,2,2,2,7,7,4,10,1,1,1,2,2,2,75,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,6666,5,5,5,5,2,1,6666,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.621443000254942,0.518366032582173,0.388901039646317,0.523888618362591,2,13,1,9,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,2,11,6,6,2,1,1,2,2,3,1,5,2,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,6,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,3,2,1,1,1,4,2,1,2,2,2,1,2,1,4,5,2,1,61,6,666,2,2019,3,111,9,7,1.80537747113699,"NA",1,2.691958528,"NA"
40,2,5,5,3,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,1,4,2,5,5,2,5,3,6,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,8,2,4,6,6,3,6,1,2,2,2,2,1,6666,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,6666,2,3,3,3,2,1,5,2,1,6666,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.731859581158563,0.50682541457955,0.532785723914616,0.281712101329064,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,8,3,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,9,6,6,1,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,12,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,2,1,3,2,1,2,5,4,2,4,2,2,2,2,1,2,1,1,1,2,3,2,1,41,4,666,1,2019,1,111,10,8,0.623909156310751,"NA",1,1.196234032,"NA"
42,1,5,5,4,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,5,2,3,1,3,4,5,5,3,5,2,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,5,3,7,2,3,4,1,1,1,1,1,1,2,2,2,80,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,1,2,2,6666,1,8,5,7,4,1,5,3,1,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.888176544041761,0.564254219887992,0.490082918602764,0.442401283119984,1,12,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,1,2,4,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,36,3,6,3,2019,1,111,10,8,0.632898488405853,"NA",1,0.868486054,"NA"
44,2,3,3,3,4,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,4,5,2,5,2,4,1,4,2,1,5,2,5,2,6,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,4,6,3,1,3,6,4,3,3,5,3,0,1,1,1,2,2,2,80,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,6666,3,5,5,3,5,5,2,6666,6666,2,2,1,2,2,1,2,2,1,1,2,2,2,2,6666,6666,1,1,6666,6666,6666,6,6,3,4,3,2,4,4,3,4,4,3,3,4,2,4,3,1,3,4,0.862639017382996,0.776956665153945,0.617417583475703,0.516235704519256,2,8,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,5,6,6,1,2,1,5,3,66,7,4,6,5,4,2,6,6,2,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,46,4,3,4,2019,4,111,7,6,0.0411403238354806,"0,402848063179863",1,0.045834388,"0,4340319"
45,1,5,5,2,8,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,2,4,3,3,6,1,4,5,5,3,5,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,7,1,2,1,2,1,1,5,4,0,6666,1,1,1,2,2,75,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,2,4,2,2,2,2,6666,2,5,5,5,4,5,5,1,6666,6666,2,1,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.784275065739631,0.826650641790588,0.815206925106399,0.800086797674758,1,13,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,2,3,4,2,66,10,4,6,1,1,2,6,6,1,6,66,2,3,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,2,1,2,4,2,4,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,51,5,666,1,2019,8,111,9,7,0.900580471296024,"NA",1,1.104566919,"NA"
46,2,5,5,2,5,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,1,5,2,4,1,1,4,5,5,4,5,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,3,1,3,3,1,1,3,4,5,10,4,0,3,1,1,2,2,2,70,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,6666,2,3,7,4,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,5,5,0.911975698905627,0.757805893345283,0.754239468044425,0.858909760680516,2,12,1,1,6,2,6,7,1,3,2,99,1,6,6,7,6,1,4,1,1,4,6,2,1,2,8,3,2,4,6,6,1,1,6,66,66,4,10,6,6,2,1,1,3,1,1,6,66,1,4,5,1,9,9,9,9,9,9,9,9,9,9,1,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,5,2,1,2,2,2,2,1,2,4,4,2,5,56,5,6,3,2019,5,120,0,0,0.593563938593545,"NA",1,0.900881173,"NA"
48,2,4,4,3,6,4,2,2,2,1,2,2,2,2,2,2,2,1,1,3,6666,2,2,3,2,5,2,6,4,2,5,5,3,5,3,3,3,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,4,1,1,1,1,3,3,2,5,8,2,7,6666,2,1,2,2,2,6666,2,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,3,9999,9999,1,1,2,6666,5,5,5,2,5,2,2,6666,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,9999,9999,0.227413985984693,0.316788147481105,0.452446979138296,0.459444439859253,2,11,3,3,2,2,6,3,1,1,2,2,8,3,6,6,1,6,10,4,1,4,2,6,2,1,1,5,6,5,6,6,6,6,6,66,6,66,11,3,6,2,1,2,6,6,3,1,5,2,2,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,6,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,3,2,4,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,5,4,5,51,5,6,3,2019,6,111,6,4,0.300198088085656,"NA",3,0.634803708,"NA"
49,1,3,3,3,2,3,2,2,2,2,2,2,1,2,1,2,2,1,2,3,6666,3,5,2,4,2,3,3,3,2,1,5,3,5,2,4,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,9,9,1,8,1,9,9,9,9,8,2,4,2,1,1,1,1,2,70,1,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,6666,6,5,5,2,1,5,2,2,6666,2,1,2,1,2,2,2,1,1,2,2,2,2,2,6666,1,1,6666,6666,6666,6666,5,6,4,5,3,2,5,5,1,4,2,3,2,2,2,4,4,1,1,4,0.742047147647492,0.759193702708152,0.608959968527246,0.792326590350739,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,2,6,6,1,1,6,66,4,66,2,4,6,4,3,1,2,3,2,6,66,1,6,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,12,7,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,3,7,2,3,47,4,4,4,2019,2,112,8,0,0.737209111896844,"NA",1,0.675643307,"NA"
