"UID_ANONYM_COVID","coco1_q01","coco1_q02","coco1_q03","coco1_q04","coco1_q05_c","coco1_q06_1","coco1_q06_2","coco1_q06_3","coco1_q06_4","coco1_q06_5","coco1_q06_6","coco1_q06_7","coco1_q06_8","coco1_q06_9","coco1_q06_10","coco1_q07_1","coco1_q07_2","coco1_q07_3","coco1_q08_1","coco1_q08_2","coco1_q08_3","coco1_q09","coco1_q10","coco1_q11_1","coco1_q11_2","coco1_q11_3","coco1_q12","coco1_q13","coco1_q14","coco1_q15","coco1_q16","coco1_q17","coco1_q18","coco1_q19","coco1_q20","coco1_q21","coco1_q22","coco1_q23","coco1_q24_1","coco1_q24_2","coco1_q24_3","coco1_q24_4","coco1_q24_5","coco1_q24_6","coco1_q24_7","coco1_q25","coco1_q26","coco1_q26_rec","coco1_q27_1","coco1_q27_2","coco1_q27_3","coco1_q27_4","coco1_q27_5","coco1_q28","coco1_q29","coco1_q30","coco1_q31","coco1_q32","coco1_q33","coco1_q34","coco1_q35","coco1_q36","coco1_q37","coco1_q38","coco1_q39","coco1_q40","coco1_q41_1","coco1_q41_2","coco1_q41_3","coco1_q41_4","coco1_q41_5","coco1_q41_6","coco1_q44","coco1_q45","coco1_q46_1","coco1_q46_2","coco1_q46_3","coco1_q46_4","coco1_q47","coco1_q48","coco1_q49","coco1_q50","coco1_q51","coco1_q52_1","coco1_q52_2","coco1_q52_3","coco1_q52_4","coco1_q53_1","coco1_q53_2","coco1_q53_3","coco1_q54_1","coco1_q54_2","coco1_q54_3","coco1_q54_4","coco1_q54_5","coco1_q54_6","coco1_q54_7","coco1_q54_8","coco1_q54_bis_1","coco1_q54_bis_2","coco1_q54_bis_3","coco1_q54_bis_4","coco1_q54_bis_5","coco1_q54_bis_6","coco1_q54_bis_7","coco1_q55","coco1_q56","coco1_q57","coco1_q58_1","coco1_q58_2","coco1_q58_3","coco1_q58_4","coco1_q58_5","coco1_q58_6","coco1_q58_7","coco1_q59_1","coco1_q59_2","coco1_q59_3","coco1_q59_4","coco1_q59_5","coco1_q59_6","coco1_q59_7","coco1_q59_8","coco1_q59_9","coco1_q60_1","coco1_q60_2","coco1_q60_3","coco1_q60_4","coco1_q60_5","coco1_q60_6","coco1_q61_1","coco1_q61_2","coco1_q61_3","coco1_q61_4","coco1_q61_5","coco1_q61_6","coco1_q61_7","coco1_q61_8","coco1_q61_9","coco1_q61_10","coco1_q62","coco1_q63","coco1_q64","coco1_q65","coco1_q66","coco1_q67","coco1_q68","coco1_q69","coco1_q70","coco1_q71","coco1_q72","coco1_q73","coco1_q74","coco1_q75","coco1_q76","coco1_q77","coco1_q79","coco1_q80","coco1_q81","coco1_q82","coco1_q83","coco1_q83_1","coco1_q83_2","coco1_q83_3","coco1_q83_4","coco1_q83_5","coco1_q83_6","coco1_q83_7","coco1_q83_8","coco1_q83_9","coco1_q83_10","coco1_q84","coco1_q85","coco1_q86","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","coco1_SWB","coco1_cal_AGE1","coco1_cal_AGE2","coco1_cal_DIPL","coco1_cal_SEXE","coco1_cal_ZEAT","coco1_cal_NAT","insee_NUTS1","insee_TAU2014","insee_TUU2014","insee_CATAEU2010","coco1_POIDS","coco1_PDSPLT","coco1_POIDS_INIT","coco1_PDSPLT_INIT"
19,2,3,6,2,7,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,3,5,2,5,1,4,1,2,1,2,2,2,2,2,2,1,4,0,2,1,1,2,2,2,3,1,6666,6,6666,6666,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,11,3,2,2,1,2,2,2,2,6666,5,5,5,5,5,3,3,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,3,8,2,1,3,3,1,2,2,4,3,3,6,6,6,3,3,3,6,3,3,2,3,5,1,8,2,4,4,4,2,3,3,3,4,4,2,5,1,5,5,5,3,3,3,2,1,1,3,2,4,1,6,3,2,1,13,1,1,6,2,6,4,1,1,2,2,6,6,6,6,1,6,5,1,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,4,6,6,6,2,1,2,6,6,2,6,66,1,4,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,12,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,1,2,2,1,2,3,4,3,4,1,2,2,2,1,1,2,3,1,2,5,2,2,51,5,4,3,2019,"0,873041096463258",5,5,1,1,5,1,5,0,0,120,1.43353715057419,"NA",1.347581956,"NA"
20,2,3,6,3,6,1,1,1,2,2,2,2,2,2,2,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,3,2,3,2,4,3,1,3,1,1,2,2,2,1,1,3,5,0,1,1,1,1,2,3,2,3,2,1,2,2,5,4,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,9999,9999,1,2,2,2,2,1,6666,6666,4,5,5,5,4,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,4,3,1,1,7,2,7,6,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,2,2,4,1,1,6,2,6,2,1,2,2,2,77,6,6,6,6,6,9,3,3,9,6,6,7,1,1,66,6,6,6,6,6,6,6,66,66,66,66,6,6,3,2,1,1,2,2,6,66,1,4,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,77,99,3,1,3,3,3,3,2,1,2,6,6,6,6,6,6,6,6,6,5,2,2,2,3,7,7,1,3,2,1,1,3,2,1,2,2,2,2,1,2,4,5,3,5,666,666,6,4,2019,"0,36107945734408",1,1,3,2,2,1,2,0,0,112,4.14657192860106,"NA",1.421671465,"NA"
21,2,3,6,2,4,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,1,1,2,1,0,0,2,2,4,2,4,2,3,1,2,2,1,2,2,2,2,2,1,4,0,1,2,1,2,2,3,3,3,1,1,1,1,5,5,6,1,2,1,1,2,2,2,2,2,6,3,2,2,2,1,4,1,6666,6666,4,5,5,5,3,3,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,6,9,1,9,1,9,9,9,7,3,1,3,3,4,4,3,3,6,3,1,3,5,3,3,3,4,3,5,3,5,2,4,2,3,3,1,3,2,3,4,4,1,1,5,5,2,2,2,3,2,2,2,3,2,2,2,5,0,1,2,7,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,1,1,6,66,6,6,1,6,66,5,1,66,6,6,1,1,6,66,6,66,5,4,6,2,1,1,1,2,3,2,4,2,3,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,77,99,3,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,3,2,3,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,2,3,5,2,1,55,5,666,2,2018,"0,675242107757554",3,3,1,2,2,1,2,8,7,400,2.06960022727587,"NA",1.264009069,"NA"
23,1,2,5,1,5,2,2,1,2,2,2,2,2,2,2,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,4,5,2,5,3,4,1,4,1,1,2,2,2,2,2,3,6,0,2,1,1,2,2,3,5,5,1,1,1,1,3,5,6,1,1,1,2,2,2,2,2,1,12,3,1,2,2,2,4,1,6666,6666,3,5,5,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,7,2,7,2,1,2,3,3,2,2,4,4,3,3,6,3,2,3,4,6,4,6,3,3,3,1,5,1,2,2,2,2,2,2,3,2,4,2,5,1,6,9999,5,2,2,1,1,1,2,2,2,1,1,4,4,2,1,9,1,1,6,2,6,2,1,2,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,6,3,6,4,3,2,6,6,2,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,12,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,6,2,2,36,3,4,4,2019,"0,842200453723354",3,3,4,1,2,1,2,0,2,120,0.589715530108049,"NA",0.509787785,"NA"
24,1,3,4,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,3,5,2,4,2,3,1,2,1,2,2,2,2,2,2,2,6,0,2,2,1,2,2,3,4,1,6666,7,6666,6666,7,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,12,3,1,2,2,2,2,1,6666,6666,5,5,4,4,5,6,6,6,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,5,1,2,1,5,2,2,2,3,3,1,3,1,4,4,4,6,1,6,3,6,3,3,3,6,4,2,7,1,0,1,2,2,2,2,2,3,3,2,3,2,5,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,11,1,1,6,2,6,4,1,1,2,7,7,3,6,6,1,1,5,1,2,6,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,4,11,6,6,2,1,2,6,6,1,6,66,1,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,5,2,1,55,5,6,3,2019,"0,764420701215156",4,4,1,2,2,1,2,9,0,221,1.26934456224678,"2,80837662984233",0.938418606,"3,007649633"
25,1,3,2,2,7777,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,3,4,2,4,2,3,1,5,2,1,1,2,2,2,1,2,5,1,2,1,2,2,2,3,4,1,6666,1,2,1,2,5,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,6,2,1,2,2,2,2,1,6666,6666,1,5,5,5,4,4,6,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,3,3,1,1,8,2,6,6,3,3,4,2,4,4,1,3,4,6,6,3,4,4,4,6,2,2,5,1,5,2,2,1,1,2,2,2,2,2,3,2,6,1,5,5,5,3,3,3,2,2,2,2,3,3,2,9999,5,2,2,4,1,1,6,2,6,1,3,6,6,66,2,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,6,66,6,6,5,1,6,66,1,66,7,4,6,5,2,2,6,6,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,77,99,3,1,1,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,7,2,3,1,2,1,2,1,2,2,2,1,2,1,1,1,3,6,3,4,55,5,666,4,2019,"0,708238459152701",1,1,3,2,5,1,5,8,2,221,3.41412993094755,"NA",1.259816119,"NA"
26,2,3,3,3,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,2,2,1,6666,6666,6666,2,3,4,2,3,3,3,1,1,6666,6666,6666,6666,6666,2,2,6666,3,0,2,2,2,1,2,2,4,1,6666,6,6666,6666,5,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6,3,2,2,2,1,3,1,6666,6666,5,5,5,2,4,6,6,6,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,1,1,1,1,7,2,1,8,3,2,3,3,2,2,3,6,6,6,6,3,3,6,3,6,2,2,6,1,5,2,2,2,2,1,2,3,2,3,3,2,8,2,5,5,4,1,1,2,2,1,2,1,2,2,2,5,4,1,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,88,11,6,6,1,1,1,2,1,3,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,3,1,2,9,3,2,54,5,666,1,2019,"0,607969779654933",5,5,1,2,1,1,1,10,8,400,3.076317664574,"NA",3.45062085,"NA"
27,2,3,6,2,7777,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,5,5,1,5,2,4,1,1,6666,6666,6666,6666,6666,2,1,6666,5,0,1,1,2,2,2,2,2,1,6666,6,6666,6666,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,9999,2,1,2,2,2,1,6666,6666,6666,5,5,5,5,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,3,1,1,1,1,7,3,1,5,4,2,2,2,3,3,3,6,6,6,1,3,4,6,4,6,2,2,3,1,5,2,4,1,2,3,3,4,2,3,4,2,9,2,5,9,1,1,3,2,1,1,1,1,1,1,1,0,5,1,2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,3,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,1,1,1,1,6,66,1,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,8,7,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,4,1,1,9,3,1,41,4,666,1,2019,"0,94804972138877",6,6,3,2,2,1,2,6,0,221,0.216859199577673,"0,108994768872307",0.369377229,"0,339257232"
28,2,2,3,3,7,2,2,2,1,2,2,1,2,2,2,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,4,5,2,4,3,3,2,2,1,2,2,2,2,1,2,2,3,1,2,1,2,2,2,1,3,1,6666,6,6666,6666,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,10,3,1,2,2,2,1,6666,6666,6666,5,5,1,5,1,1,5,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,2,3,1,1,1,3,7,2,2,3,3,2,3,1,4,4,3,6,1,6,3,3,4,4,3,3,2,3,4,3,6,1,2,4,4,3,3,2,3,2,4,3,7,2,5,5,3,1,1,1,1,1,1,3,2,1,1,3,3,2,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,5,11,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,2,1,6,66,1,7,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,1,1,1,3,3,3,2,1,2,2,1,2,2,2,1,2,2,4,3,1,32,3,3,3,2019,"0,745466773999073",5,5,4,1,8,1,8,9,7,400,0.231129980345613,"0,244153426220073",0.323455487,"0,462108146"
29,1,3,4,2,9,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,1,2,1,1,0,2,4,4,2,4,2,3,1,2,1,2,2,2,2,1,2,1,6,0,2,1,2,2,2,3,5,1,6666,1,1,1,2,5,6,1,1,1,2,2,2,2,2,1,12,3,1,2,2,2,4,1,6666,6666,5,4,3,4,4,5,4,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,5,1,3,9,2,2,3,1,6,3,4,4,2,4,4,3,6,4,2,3,4,3,6,5,3,2,3,6,1,5,2,3,2,2,2,3,3,2,2,3,2,7,2,6,6,3,3,2,1,1,1,1,3,3,2,1,4,3,1,1,11,1,1,6,2,6,3,1,3,1,1,1,6,6,6,6,6,9,3,3,9,6,6,1,1,1,9,6,4,2,6,6,6,6,66,66,66,6,6,6,1,1,1,1,1,2,6,66,1,5,3,5,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,3,1,2,1,1,4,2,2,2,2,1,1,2,1,3,7,3,2,20,2,6,1,2019,"0,741234810547848",4,4,3,1,5,1,5,6,4,400,0.0313298266687949,"0,455561473831729",0.035905221,"0,572412057"
30,2,3,5,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,2,3,4,2,3,2,4,1,2,1,2,2,2,2,2,2,2,6,0,2,1,2,2,2,3,3,1,6666,6,6666,6666,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,11,3,1,2,2,2,3,1,6666,6666,5,5,5,5,5,1,1,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,6,1,5,1,2,4,2,1,5,3,4,3,2,4,3,4,6,4,6,1,2,4,6,4,6,3,3,6,2,7,1,2,2,2,2,2,3,2,3,3,2,10,2,5,5,3,1,2,2,2,1,2,1,1,1,1,2,4,2,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,11,5,5,11,2,1,2,1,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,1,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,1,2,4,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,1,2,2,6,3,5,32,3,4,3,2019,"0,668271774016497",6,6,4,2,6,1,6,6,4,400,0.396888830383462,"NA",0.750422349,"NA"
35,2,3,6,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,1,2,2,1,1,0,2,3,5,2,3,3,4,2,2,1,2,2,2,2,2,2,1,6,0,2,1,2,2,2,2,3,2,1,6,6666,6666,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,13,2,1,2,2,2,2,1,6666,6666,5,5,4,5,3,1,4,6,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,1,5,1,2,2,4,3,2,2,1,4,3,2,6,5,6,4,6,4,4,3,1,2,3,1,1,5,1,2,4,4,4,3,2,2,2,4,1,6,2,10,5,5,1,2,1,1,1,1,2,1,1,1,2,2,1,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,1,6,2,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,2,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,2,2,2,2,1,5,1,2,2,2,2,2,2,2,2,1,1,3,4,1,1,1,1,1,5,3,3,2,2,2,2,2,1,2,2,1,2,1,3,2,2,32,3,3,3,2019,"0,699212779525995",5,5,4,2,7,1,7,9,7,400,0.561662928304319,"NA",0.953272827,"NA"
36,1,3,6,2,5,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,1,2,2,1,1,0,2,3,4,2,4,3,3,1,2,2,1,2,2,2,1,1,1,5,0,2,2,2,2,1,3,4,1,6666,6,6666,6666,6,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,5,2,2,1,2,2,2,1,6666,6666,5,5,5,5,4,6,6,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,5,6,2,1,1,6,3,2,6,3,1,3,4,4,4,4,3,3,6,6,2,3,3,4,6,4,3,8,2,5,2,3,3,3,2,4,4,4,3,3,3,9,2,5,5,3,1,2,2,1,1,1,3,1,3,1,3,2,2,2,13,1,9,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,2,11,6,6,2,1,1,2,2,3,1,5,2,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,6,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,3,2,1,1,1,4,2,1,2,2,2,1,2,1,4,5,2,1,61,6,666,2,2019,"0,669642701570607",5,5,2,2,3,1,3,9,7,400,1.66198353498416,"NA",2.691958528,"NA"
37,2,2,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,1,2,3,1,2,2,2,3,3,3,3,3,1,5,1,1,2,2,2,2,1,3,6,1,2,1,2,2,2,5,6,4,2,1,1,1,3,3,6,1,1,1,2,2,2,2,2,1,12,3,1,2,2,2,4,1,6666,6666,3,5,3,5,4,6,6,6,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,3,2,2,7,3,7,4,5,5,3,1,3,2,4,4,5,3,4,3,2,3,5,5,4,3,2,3,8,2,6,2,2,3,4,2,4,3,2,3,3,2,9,2,4,4,4,2,2,1,1,1,2,2,1,1,1,4,9999,1,1,10,1,1,6,2,6,4,1,1,2,7,1,6,6,6,6,6,8,3,5,11,6,6,1,1,1,5,1,1,6,6,1,1,6,66,5,66,6,2,6,5,3,2,6,6,2,6,66,1,9,5,5,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,2,2,2,12,7,1,1,2,2,2,2,2,4,1,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,1,1,3,2,3,1,2,2,2,1,1,2,1,1,3,3,2,1,36,3,5,4,2019,"0,484534027509156",4,4,3,1,5,1,5,0,3,112,0.209740409364927,"0,405389505698659",0.240370808,"0,509371082"
40,2,2,5,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,6666,6666,6666,3,6666,2,2,1,6666,6666,6666,1,3,3,2,3,2,3,4,2,2,2,2,2,1,2,2,1,6,0,2,1,2,2,2,2,4,3,1,6,6666,6666,3,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,10,3,1,2,2,2,2,1,6666,6666,5,5,2,5,3,4,5,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,2,3,1,1,1,2,8,2,3,6,3,3,1,3,4,4,2,6,6,6,4,4,4,5,5,5,2,3,5,2,4,1,3,3,3,2,3,2,2,2,3,2,3,2,6,7,7,1,1,2,2,1,1,1,1,1,1,5,7,1,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,8,3,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,9,6,6,1,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,12,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,2,1,3,2,1,2,5,4,2,4,2,2,2,2,1,2,1,1,1,2,3,2,1,41,4,666,1,2019,"0,603737816203708",5,5,3,2,1,1,1,10,8,400,0.616927357648225,"NA",1.196234032,"NA"
42,2,2,4,1,7,2,2,2,2,2,2,2,2,2,1,1,2,2,6666,6666,6666,3,6666,2,1,2,3,3,0,2,3,5,2,4,2,3,1,2,1,2,2,2,2,2,2,1,6,0,2,1,2,2,2,4,4,2,1,1,1,1,3,5,6,3,6666,6666,6666,6666,6666,6666,6666,6666,13,3,1,2,2,2,4,1,6666,6666,5,4,3,4,3,4,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,1,1,6,2,7,3,2,4,3,3,3,1,4,4,6,6,6,1,3,5,4,4,4,4,2,3,1,1,10,1,2,4,4,3,4,2,2,2,4,3,0,2,8,8,7,1,2,1,1,1,2,1,1,1,1,6,5,1,1,12,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,1,2,4,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,36,3,6,3,2019,"0,777775222244293",5,5,4,1,1,1,1,10,8,400,0.547033159208753,"NA",0.868486054,"NA"
