"UID_ANONYM_COVID","coco3_cal_AGE1","coco3_cal_AGE2","coco3_cal_DIPL","coco3_cal_SEXE","coco3_cal_ZEAT","coco3_q04","coco3_q06_1","coco3_q06_10","coco3_q06_2","coco3_q06_3","coco3_q06_4","coco3_q06_5","coco3_q06_6","coco3_q06_7","coco3_q06_8","coco3_q06_9","coco3_q07_1","coco3_q07_2","coco3_q07_3","coco3_q09","coco3_q10","coco3_q16","coco3_q17","coco3_q18","coco3_q19","coco3_q20","coco3_q21","coco3_q25_a","coco3_q37","coco3_q38_modifie_bis","coco3_q41_1","coco3_q41_2","coco3_q41_3","coco3_q41_4","coco3_q41_5","coco3_q41_6","coco3_q46_modifie_1","coco3_q46_modifie_2","coco3_q46_modifie_3","coco3_q46_modifie_4","coco3_q47","coco3_q51","coco3_q52_1","coco3_q52_2","coco3_q52_3","coco3_q52_4","coco3_q53_1","coco3_q53_2","coco3_q53_3","coco3_q54_1","coco3_q54_2","coco3_q54_3","coco3_q54_4","coco3_q54_5","coco3_q54_6","coco3_q54_7","coco3_q54_8","coco3_q54_bis_1","coco3_q54_bis_2","coco3_q54_bis_3","coco3_q54_bis_4","coco3_q54_bis_5","coco3_q54_bis_6","coco3_q54_bis_7","coco3_q59_1","coco3_q59_2","coco3_q59_3","coco3_q59_4","coco3_q59_5","coco3_q59_6","coco3_q59_7","coco3_q59_8","coco3_q59_9","coco3_q60_3","coco3_q60_5","coco3_q60_6","coco3_q64","coco3_q68","coco3_q79","coco3_q113","coco3_q114","coco3_q115","coco3_q116_1","coco3_q116_2","coco3_q116_3","coco3_q116_4","coco3_q116_5","coco3_q116_6","coco3_q117","coco3_q118_1","coco3_q118_2","coco3_q118_3","coco3_q118_4","coco3_q118_5","coco3_q118_6","coco3_q119","coco3_q120_1","coco3_q120_2","coco3_q120_3","coco3_q120_4","coco3_q120_5","coco3_q120_6","coco3_q120_7","coco3_q120_8","coco3_q121_1","coco3_q121_10","coco3_q121_2","coco3_q121_3","coco3_q121_4","coco3_q121_5","coco3_q121_6","coco3_q121_7","coco3_q121_8","coco3_q121_9","coco3_q122_1","coco3_q122_2","coco3_q122_3","coco3_q122_4","coco3_q122_5","coco3_q122_6","coco3_q122_7","coco3_q122_8","coco3_q122_9","coco3_q122_10","coco3_q122_11","coco3_q123","coco3_q124","coco3_q125_1","coco3_q125_2","coco3_q125_3","coco3_q125_4","coco3_q125_5","coco3_q126_1","coco3_q126_2","coco3_q126_3","coco3_q126_4","coco3_q126_5","coco3_q126_6","coco3_q127_1","coco3_q127_2","coco3_q127_3","coco3_q127_4","coco3_q127_5","coco3_q127_6","coco3_q128","coco3_q129","coco3_q130","coco3_q131","coco3_q132_1","coco3_q132_2","coco3_q132_3","coco3_q132_4","coco3_q132_5","coco3_q132_6","coco3_q132_7","coco3_q133","coco3_q134","coco3_q135_1","coco3_q135_2","coco3_q135_3","coco3_q136_1","coco3_q136_2","coco3_q136_3","coco3_q137_1","coco3_q137_2","coco3_q137_3","coco3_q138_1","coco3_q138_2","coco3_q138_3","coco3_q139_1","coco3_q139_2","coco3_q139_3","coco3_q140_1","coco3_q140_2","coco3_q140_3","coco3_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","coco3_POIDS","coco3_PDSPLT","coco3_cal_NAT","coco3_POIDS_INIT","coco3_PDSPLT_INIT"
17,4,4,4,2,6,1,2,2,1,2,2,2,2,1,2,2,2,2,1,3,6666,3,5,2,3,2,3,1,6,2,2,2,2,2,2,1,1,2,2,2,2,5,5,2,5,2,6,6,6,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,1,3,5,2,7,3,3,3,1,4,3,8,3,10,1,3,1,1,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,1,2,1,2,1,2,3,1,2,3,3,2,3,4,1,2,2,1,2,2,1,1,6666,1,1,1,2,1,1,2,2,1,1,3,2,2,2,1,2,2,2,2,2,2,2,1,1,4,4,3,1,2,1,2,2,2,2,6,1,1,3,4,1,3,4,2,2,4,1,4,4,1,3,4,2,2,4,0.733022182239352,0.75680244019108,0.546768953118251,0.821506978202917,2,11,1,1,6,2,6,7,2,3,1,1,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,1,66,6,6,1,1,6,66,66,6,9,6,6,1,1,1,2,3,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,11,10,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,1,1,5,5,2,3,3,2,2,2,2,1,1,1,1,1,2,2,3,32,3,666,1,2019,6,111,8,6,0.201190784639208,"NA",1,0.303651931,"NA"
19,5,5,1,1,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,2,5,2,3,2,4,3,0,6666,6666,6666,6666,6666,6666,6666,2,2,1,2,4,5,5,5,5,5,3,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,3,8,1,1,4,1,4,3,7,3,5,3,2,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,1,1,4,4,4,4,1,4,6666,1,1,6666,6666,6666,6666,1,6666,6666,2,3,1,3,2,2,2,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,1,2,1,6666,2,2,4,2,3,4,4,1,4,4,3,4,3,2,4,1,3,4,0.721880854716374,0.874061458094251,0.791845145245111,0.784192231401776,1,13,1,1,6,2,6,4,1,1,2,2,6,6,6,6,1,6,5,1,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,4,6,6,6,2,1,2,6,6,2,6,66,1,4,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,12,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,1,2,2,1,2,3,4,3,4,1,2,2,2,1,1,2,3,1,2,5,2,2,51,5,4,3,2019,5,120,0,0,1.49095426516374,"NA",1,1.347581956,"NA"
23,3,3,4,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,2,3,2,6,1,2,2,2,2,2,1,1,2,2,2,4,3,5,5,5,5,4,5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,1,8,2,7,2,1,2,2,4,4,4,2,5,4,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,4,4,4,3,4,1,3,4,6666,6666,6666,6666,1,6666,2,2,6666,6666,2,3,1,3,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,1,1,5,7,4,1,2,1,2,2,1,2,6,3,3,1,4,3,2,4,3,2,4,2,2,4,2,2,4,2,2,4,0.74464495486796,0.712265806936898,0.746105109095461,0.697660727009621,1,9,1,1,6,2,6,2,1,2,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,6,3,6,4,3,2,6,6,2,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,12,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,6,2,2,36,3,4,4,2019,2,120,0,2,0.648767219594752,"NA",1,0.509787785,"NA"
24,4,4,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,6666,4,5,2,5,2,4,2,5,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,4,4,4,5,6,6,6,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,1,2,1,2,2,4,3,4,4,2,2,5,3,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,2,1,1,3,2,1,4,4,2,3,2,2,2,2,2,6666,6666,1,2,2,2,2,1,3,3,2,2,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,1,2,0,6666,2,3,4,1,4,4,1,4,4,1,4,4,1,4,4,1,3,4,0.869188613685696,0.628879026497609,0.481080582906223,0.76752528962362,2,11,1,1,6,2,6,4,1,1,2,7,7,3,6,6,1,1,5,1,2,6,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,4,11,6,6,2,1,2,6,6,1,6,66,1,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,5,2,1,55,5,6,3,2019,2,112,9,0,1.294944144645,"2,90236952861147",1,0.938418606,"3,007649633"
25,1,1,3,2,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,4,3,2,4,4,4,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,5,4,4,4,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,4,1,2,1,1,7,3,4,6,4,4,4,7,2,3,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,6666,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,3,5,5,2,1,2,2,2,2,2,8,6666,2,6666,2,4,6666,3,4,6666,2,4,6666,2,2,6666,3,2,6666,2,0.685137652033487,0.684964524706863,0.576595852969416,0.360602384116163,2,4,1,1,6,2,6,1,3,6,6,66,2,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,6,66,6,6,5,1,6,66,1,66,7,4,6,5,2,2,6,6,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,77,99,3,1,1,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,7,2,3,1,2,1,2,1,2,2,2,1,2,1,1,1,3,6,3,4,55,5,666,4,2019,5,112,8,2,5.34571655996937,"NA",1,1.259816119,"NA"
26,5,5,1,2,1,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,3,3,3,3,2,6,0,6666,6666,6666,6666,6666,6666,6666,2,2,2,1,2,5,5,4,3,3,4,5,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,1,1,2,8,2,2,8,3,3,3,7,3,5,3,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,4,4,4,3,4,4,4,3,1,6666,6666,6666,1,6666,6666,6666,2,1,6666,2,2,2,3,3,3,3,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,2,2,1,2,1,2,2,8,6666,1,6666,4,1,6666,3,1,6666,4,1,6666,4,1,6666,4,3,6666,4,0.489289909735921,0.518637845985103,0.456728401684783,0.456728401684783,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,88,11,6,6,1,1,1,2,1,3,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,3,1,2,9,3,2,54,5,666,1,2019,1,111,10,8,3.32508757070508,"NA",1,3.45062085,"NA"
27,6,6,3,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,2,4,6,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,1,5,5,5,5,2,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,4,7,3,1,6,2,3,2,4,4,5,3,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,4,3,4,4,4,4,4,6666,6666,6666,2,6666,6666,6666,6666,6666,2,1,2,1,2,2,4,4,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,1,2,2,2,2,2,8,6666,1,4,4,4,4,4,1,4,4,1,4,4,1,4,4,1,4,4,0.948734349595173,0.910735825434244,0.914135640968503,0.935555821496661,2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,3,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,1,1,1,1,6,66,1,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,8,7,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,4,1,1,9,3,1,41,4,666,1,2019,2,112,6,0,0.18840489524598,"0,117371105958178",1,0.369377229,"0,339257232"
28,5,5,4,1,8,3,2,2,2,1,2,2,2,1,2,2,2,2,1,3,6666,5,5,2,4,2,4,2,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,3,5,5,4,5,1,1,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,8,2,2,2,2,4,4,3,2,5,3,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,2,1,2,1,2,2,1,2,4,2,1,4,3,4,4,3,3,1,6666,1,6666,2,6666,6666,2,2,1,1,2,1,1,3,2,1,1,1,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,1,2,2,1,2,0,6666,2,3,2,4,2,2,3,1,3,1,4,4,2,2,2,1,2,3,0.840889958155542,0.695550984249013,0.567396124779567,0.790887069484909,1,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,5,11,2,2,2,2,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,2,1,6,66,1,7,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,12,10,1,1,1,1,2,1,2,5,2,6,6,6,6,6,6,6,6,6,1,2,4,1,1,1,1,1,3,3,3,2,1,2,2,1,2,2,2,1,2,2,4,3,1,32,3,3,3,2019,8,111,9,7,0.225051824799094,"0,261244547785161",1,0.323455487,"0,462108146"
29,4,4,3,1,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,6,6,2,1,2,2,2,2,2,1,2,2,2,4,5,3,2,4,3,5,5,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,4,6,5,7,5,5,5,4,4,4,5,2,5,1,1,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,1,1,2,2,1,2,2,2,2,3,4,4,2,3,4,4,2,3,4,2,6666,2,2,6666,6666,1,2,6666,6666,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,4,9,3,2,2,2,1,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,4,6666,1,3,6666,1,2,6666,3,0.847768433157537,0.549698658424015,0.648432277180327,0.731466426769448,1,11,1,1,6,2,6,3,1,3,1,1,1,6,6,6,6,6,9,3,3,9,6,6,1,1,1,9,6,4,2,6,6,6,6,66,66,66,6,6,6,1,1,1,1,1,2,6,66,1,5,3,5,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,3,1,2,1,1,4,2,2,2,2,1,1,2,1,3,7,3,2,20,2,6,1,2019,5,111,6,4,0.0309750665079936,"0,848203214932868",1,0.035905221,"0,572412057"
30,6,6,4,2,6,3,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,4,3,4,3,4,2,9999,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,3,5,5,4,5,3,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,9,1,1,1,1,1,5,1,7,2,4,2,7,2,6,2,4,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,4,3,4,4,3,4,4,4,3,4,6666,6666,6666,2,6666,6666,6666,2,6666,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,8,6666,3,6666,2,9999,6666,2,1,6666,4,1,6666,4,1,6666,4,2,6666,3,0.700376765184091,0.479754093261804,0.434532406757838,0.452584534882761,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,11,5,5,11,2,1,2,1,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,1,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,1,2,4,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,1,2,2,6,3,5,32,3,4,3,2019,6,111,6,4,0.343779591265622,"NA",1,0.750422349,"NA"
35,5,5,4,2,7,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,1,5,1,4,1,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,4,5,5,4,1,1,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,4,1,2,2,4,1,4,4,0,2,5,3,3,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,6666,6666,6666,6666,6666,6666,6666,6666,4,2,1,4,4,1,2,4,1,4,6666,2,6666,6666,2,2,6666,2,6666,2,1,2,1,2,2,2,1,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,1,1,2,2,1,2,0,6666,2,3,4,2,2,4,3,2,4,4,4,4,3,3,4,1,1,4,0.986821471901488,0.86400911210593,0.821506978202917,0.788945470151779,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,1,6,2,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,2,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,2,2,2,2,1,5,1,2,2,2,2,2,2,2,2,1,1,3,4,1,1,1,1,1,5,3,3,2,2,2,2,2,1,2,2,1,2,1,3,2,2,32,3,3,3,2019,7,111,9,7,0.562352639645832,"NA",1,0.953272827,"NA"
36,5,5,2,2,3,1,2,1,2,2,2,2,2,2,2,2,2,2,1,3,6666,4,5,1,5,2,4,2,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,3,5,4,3,4,1,1,3,6,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,5,1,1,1,1,6,2,1,8,3,4,4,8,4,9,2,3,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,2,6666,6666,6666,6666,6666,6666,6666,6666,3,4,4,4,1,3,3,2,3,4,1,6666,6666,1,2,2,2,2,6666,6666,2,1,1,3,3,2,4,4,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,2,2,2,8,6666,1,6666,4,1,6666,4,1,6666,4,1,6666,4,1,6666,4,3,6666,4,0.929351369642548,0.516619368659189,0.388901039646317,0.523888618362591,2,13,1,9,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,2,11,6,6,2,1,1,2,2,3,1,5,2,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,6,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,3,2,1,1,1,4,2,1,2,2,2,1,2,1,4,5,2,1,61,6,666,2,2019,3,111,9,7,1.69420143883181,"NA",1,2.691958528,"NA"
40,5,5,3,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,3,6666,4,4,2,3,2,3,1,0,6666,6666,6666,6666,6666,6666,6666,1,2,2,2,2,5,5,5,5,3,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,3,8,2,2,6,1,4,4,6,3,3,1,3,2,6666,6666,6666,6666,6666,6666,1,2,1,2,1,2,2,1,2,1,2,1,1,2,2,2,4,1,1,4,4,4,3,4,3,4,6666,1,6666,6666,6666,1,6666,2,6666,2,2,1,1,3,2,1,2,3,2,2,2,2,2,1,6666,6666,6666,6666,6666,6666,6,6,6666,5,1,2,2,2,1,1,2,8,6666,3,6666,1,3,6666,3,1,6666,3,4,6666,4,1,6666,3,3,6666,2,0.696963319385181,0.505036898165924,0.532785723914616,0.281712101329064,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,8,3,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,9,6,6,1,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,12,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,2,1,3,2,1,2,5,4,2,4,2,2,2,2,1,2,1,1,1,2,3,2,1,41,4,666,1,2019,1,111,10,8,0.616236392288825,"NA",1,1.196234032,"NA"
42,5,5,4,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,5,5,2,4,2,3,1,6,1,2,2,2,2,2,1,1,2,2,2,4,5,5,4,5,4,5,5,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,8,2,7,2,2,3,2,4,4,2,2,3,1,3,2,6666,6666,6666,6666,6666,6666,1,2,2,2,1,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,2,3,3,4,3,3,4,3,4,4,2,1,6666,2,1,6666,2,6666,6666,2,2,2,1,1,1,3,3,4,2,2,2,2,2,1,2,2,2,2,2,1,1,5,9,3,1,2,2,2,2,2,2,6,1,3,2,4,2,3,4,4,1,4,4,1,4,3,2,4,1,4,4,0.845826833824407,0.562673971223649,0.490082918602764,0.442401283119984,1,12,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,1,2,4,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,36,3,6,3,2019,1,111,10,8,0.593152567557995,"NA",1,0.868486054,"NA"
44,3,3,3,2,4,2,2,1,2,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,1,2,4,6666,6666,6666,6666,6666,6666,1,2,2,2,2,1,5,4,4,2,6,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,3,2,1,2,7,3,3,3,3,4,4,6,4,1,3,4,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,6666,6666,6666,6666,6666,6666,6666,6666,3,1,1,4,3,4,3,3,2,3,2,1,6666,2,6666,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,4,5,5,2,1,2,2,2,1,2,6,3,1,4,4,1,4,4,1,4,4,1,4,4,1,4,4,3,1,4,0.847768433157537,0.776147790006857,0.617417583475703,0.516235704519256,2,8,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,5,6,6,1,2,1,5,3,66,7,4,6,5,4,2,6,6,2,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,46,4,3,4,2019,4,111,7,6,0.0381514244539262,"0,406646268350727",1,0.045834388,"0,4340319"
