"UID_ANONYM_COVID","coco4_cal_AGE1","coco4_cal_AGE2","coco4_cal_DIPL","coco4_cal_SEXE","coco4_cal_ZEAT","coco4_q04","coco4_q05_c","coco4_q06_1","coco4_q06_2","coco4_q06_3","coco4_q06_4","coco4_q06_5","coco4_q06_6","coco4_q06_7","coco4_q06_8","coco4_q06_9","coco4_q06_10","coco4_q07_1","coco4_q07_2","coco4_q07_3","coco4_q09","coco4_q10","coco4_q16","coco4_q17","coco4_q18","coco4_q19","coco4_q20","coco4_q21","coco4_q25_a","coco4_q38_modifie","coco4_q62_modifie","coco4_q63_modifie","coco4_q64_modifie","coco4_q68","coco4_q79","coco4_q125_modifie_1","coco4_q125_modifie_2","coco4_q125_modifie_3","coco4_q125_modifie_4","coco4_q125_modifie_5","coco4_q141","coco4_q142_1","coco4_q142_2","coco4_q142_3","coco4_q142_4","coco4_q143_1","coco4_q143_2","coco4_q143_3","coco4_q143_4","coco4_q143_5","coco4_q143_6","coco4_q143_7","coco4_q143_8","coco4_q143_9","coco4_q144","coco4_q145","coco4_experience_1_DO","coco4_q146","coco4_q147","coco4_q148","coco4_q149","coco4_q150_1","coco4_q150_2","coco4_q150_3","coco4_q150_4","coco4_q150_5","coco4_q150_6","coco4_q150_7","coco4_q151_1_c","coco4_q151_2_c","coco4_q151_3_c","coco4_q151_4_c","coco4_q151_5_c","coco4_q151_6_c","coco4_q152","coco4_q153_1","coco4_q153_2","coco4_q153_3","coco4_q153_4","coco4_q153_5","coco4_q153_6","coco4_q154_1","coco4_q154_2","coco4_q154_3","coco4_q154_4","coco4_q154_5","coco4_q155_1","coco4_q155_2","coco4_q155_3","coco4_q155_4","coco4_q155_5","coco4_q155_6","coco4_q155_7","coco4_q155_8","coco4_q155_9","coco4_q155_10","coco4_SWB","ea17_SWB","ea18_SWB","ea19_SWB","eayy_A1","eayy_A2A_rec","eayy_A3_rec","eayy_A3B_rec","eayy_A3C_rec","eayy_A3D","eayy_A3E_rec","eayy_A4","eayy_A5","eayy_A5A","eayy_A5C","eayy_A5C_rec","eayy_B1","eayy_B10A","eayy_B10AA","eayy_B10ACJT","eayy_B11","eayy_B11CJT","eayy_B18_rec","eayy_B18C","eayy_B18CCJT","eayy_B18CJT_rec","eayy_B1A","eayy_B1ACJT","eayy_B1B","eayy_B1BCJT","eayy_B1CJT","eayy_B2_rec","eayy_B25","eayy_B2CJT_rec","eayy_B4_rec","eayy_B4CJT_rec","eayy_B5_rec","eayy_B5A","eayy_B5B_rec","eayy_B5C","eayy_B6A_rec","eayy_B6B_rec","eayy_B7B_rec","eayy_B8_rec","eayy_B9_rec","eayy_C1_rec","eayy_C1JEU","eayy_C8","eayy_C8A_rec","eayy_C8B_rec","eayy_D1_rec","eayy_D1A","eayy_D2","eayy_D3","eayy_D4_rec","eayy_D5_rec","eayy_D6","eayy_D7_1","eayy_D7_10","eayy_D7_2","eayy_D7_3","eayy_D7_4","eayy_D7_5","eayy_D7_6","eayy_D7_7","eayy_D7_8","eayy_D7_9","eayy_E1A","eayy_E1B","eayy_E1C","eayy_E1D","eayy_E1E","eayy_E1F","eayy_E1G","eayy_E1H","eayy_E1I","eayy_E1J","eayy_E2A_rec","eayy_E2AUC","eayy_E2AUC_SOURCE","eayy_E3A","eayy_E3B","eayy_E3C","eayy_E3D","eayy_E3E","eayy_E4","eayy_E5","eayy_E5A","eayy_E5B_1","eayy_E5B_2","eayy_E5B_3","eayy_E5B_4","eayy_E5B_5","eayy_E5B_6","eayy_E5B_7","eayy_E5B_8","eayy_E5B_9","eayy_F1_rec","eayy_F3","eayy_F4","eayy_F5","eayy_F6_rec","eayy_F7","eayy_F8","eayy_G1","eayy_G2","eayy_G3A","eayy_G3B","eayy_G3C","eayy_G4","eayy_G5","eayy_G6_1","eayy_G6_2","eayy_G6_3","eayy_G6_4","eayy_H1A","eayy_H2","eayy_H4","eayy_I1","eayy_I8","eayy_J1","eayy_K3","eayy_PCS18","eayy_PCS6","eayy_PCS6CJT","eayy_TYPMEN5","VAGUE","insee_NUTS1","insee_CATAEU2010","insee_TAU2014","insee_TUU2014","POIDS_coco4","PDSPLT_coco4","coco4_cal_NAT","POIDS_INIT_coco4","PDSPLT_INIT_coco4"
17,4,4,4,2,6,2,3,2,1,1,2,2,2,1,2,2,2,2,2,1,3,6666,3,5,2,4,2,3,1,1,1,3,4,3,9,2,1,1,2,2,1,1,1,2,2,2,2,2,1,3,4,3,2,2,2,2,2,6666,1,6666,2,6,5,5,3,3,4,4,1200,1000,1500,1600,2000,1200,2,3,3,3,2,3,2,1,4,2,4,4,5,3,5,2,5,2,7,6,4,4,0.76752528962362,0.75680244019108,0.546768953118251,0.821506978202917,2,11,1,1,6,2,6,7,2,3,1,1,1,6,6,6,6,6,11,5,6,66,6,6,1,6,66,1,1,66,6,6,1,1,6,66,66,6,9,6,6,1,1,1,2,3,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,11,10,1,1,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,4,1,2,2,1,1,5,5,2,3,3,2,2,2,2,1,1,1,1,1,2,2,3,32,3,666,1,2019,6,111,8,6,0.237402633355418,"NA",1,0.303651931,"NA"
19,5,5,1,1,5,1,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,5,2,4,1,3,2,4,2,3,2,3,5,4,3,3,3,3,2,1,2,2,2,2,2,2,2,4,4,4,3,3,2,2,1,1,6666,6666,2,4,5,5,5,4,4,5,1200,1200,1200,1100,1800,1200,3,3,3,3,3,3,3,2,2,3,4,4,6,5,6,4,6,6,5,2,6,2,0.818790940028446,0.874061458094251,0.791845145245111,0.784192231401776,1,13,1,1,6,2,6,4,1,1,2,2,6,6,6,6,1,6,5,1,5,11,2,6,2,1,1,1,6,1,6,6,6,6,6,66,66,4,6,6,6,2,1,2,6,6,2,6,66,1,4,2,2,2,2,2,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,12,9,1,1,1,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,4,2,2,1,2,2,1,2,3,4,3,4,1,2,2,2,1,1,2,3,1,2,5,2,2,51,5,4,3,2019,5,120,0,0,1.58753664986909,"NA",1,1.347581956,"NA"
23,3,3,4,1,2,2,5,2,2,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,5,2,4,2,3,2,1,4,3,2,1,5,4,4,3,3,3,1,1,2,2,2,3,3,3,3,2,3,3,2,3,1,1,2,6666,1,6666,2,3,4,4,3,3,3,3,1250,1200,1300,1300,1500,1300,3,2,2,2,2,3,2,2,9999,2,4,4,3,4,5,2,4,5,4,2,4,4,0.800086797674758,0.712265806936898,0.746105109095461,0.697660727009621,1,9,1,1,6,2,6,2,1,2,2,5,1,6,6,6,6,6,11,5,5,11,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,6,3,6,4,3,2,6,6,2,6,66,1,5,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,12,8,1,1,1,1,1,1,2,5,2,6,6,6,6,6,6,6,6,6,3,2,3,2,3,2,2,1,3,2,2,2,2,2,2,2,2,1,1,1,1,2,6,2,2,36,3,4,4,2019,2,120,0,2,0.680187553156491,"NA",1,0.509787785,"NA"
24,4,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,4,2,4,2,2,1,2,5,3,3,3,3,3,2,1,1,2,2,3,2,3,2,3,2,3,4,3,2,2,1,1,6666,6666,2,4,5,4,3,3,3,3,800,700,1200,1200,1500,1200,3,3,3,3,3,3,3,2,4,1,4,4,4,1,6,2,4,6,6,1,6,1,0.869188613685696,0.628879026497609,0.481080582906223,0.76752528962362,2,11,1,1,6,2,6,4,1,1,2,7,7,3,6,6,1,1,5,1,2,6,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,4,11,6,6,2,1,2,6,6,1,6,66,1,5,4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,2,2,2,1,1,1,1,2,1,2,2,2,1,1,1,2,5,2,1,55,5,6,3,2019,2,112,9,0,1.38561288040955,"2,54573674483654",1,0.938418606,"3,007649633"
25,1,1,3,2,5,2,7777,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,3,4,4,4,2,3,4,4,2,2,3,2,2,4,4,4,4,4,2,1,2,2,2,3,3,3,1,2,1,1,3,3,2,1,2,6666,1,6666,2,4,5,3,3,5,3,3,1200,600,900,1000,1500,1400,1,2,3,3,2,1,1,1,2,3,4,4,4,4,4,4,4,5,7,2,5,4,0.618114991100143,0.684964524706863,0.576595852969416,0.360602384116163,2,4,1,1,6,2,6,1,3,6,6,66,2,6,6,6,6,6,9,3,6,66,6,6,1,6,66,5,6,66,6,6,5,1,6,66,1,66,7,4,6,5,2,2,6,6,1,6,66,3,5,5,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,2,3,3,3,2,3,77,99,3,1,1,3,3,3,1,3,2,6,6,6,6,6,6,6,6,6,2,1,3,2,1,7,2,3,1,2,1,2,1,2,2,2,1,2,1,1,1,3,6,3,4,55,5,666,4,2019,5,112,8,2,4.56447775745125,"NA",1,1.259816119,"NA"
26,5,5,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,3,4,3,4,3,3,6,4,2,2,7,3,5,4,3,4,4,4,2,1,2,2,2,2,2,2,3,3,1,4,3,2,2,1,3,6666,6666,1,2,4,5,5,5,3,3,4,1300,1200,1500,1500,1500,1300,2,3,3,2,2,3,2,4,4,4,4,4,4,4,5,4,4,5,5,3,5,4,0.627012096652168,0.518637845985103,0.456728401684783,0.456728401684783,2,13,1,1,6,2,6,5,3,6,6,66,6,6,6,6,1,6,5,1,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,88,11,6,6,1,1,1,2,1,3,2,4,2,3,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,6,5,1,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,2,2,1,2,2,3,2,2,1,1,2,2,1,2,2,2,1,3,1,2,9,3,2,54,5,666,1,2019,1,111,10,8,2.95327349285561,"NA",1,3.45062085,"NA"
27,6,6,3,2,2,2,8888,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,4,6,4,3,2,6,4,5,4,4,4,4,4,2,1,2,2,2,1,1,3,3,2,1,4,4,2,1,1,1,2,6666,6666,4,4,5,3,3,3,3,5,9999,9999,9999,9999,9999,9999,3,3,3,3,3,3,3,5,5,5,2,1,6,2,6,2,5,6,6,2,6,4,0.948734349595173,0.910735825434244,0.914135640968503,0.935555821496661,2,14,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,10,4,6,66,2,6,2,6,66,3,6,66,6,6,6,6,6,66,66,6,11,6,6,1,1,1,1,1,1,6,66,1,4,5,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,8,7,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,2,1,2,2,4,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,1,4,1,1,9,3,1,41,4,666,1,2019,2,112,6,0,0.173729672139605,"0,0717070917781849",1,0.369377229,"0,339257232"
29,4,4,3,1,5,2,9,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,2,1,9999,2,3,4,3,7,2,1,2,2,3,2,2,1,2,2,2,2,3,3,2,2,2,3,2,1,1,3,6666,6666,1,3,4,4,4,4,2,3,2,1300,1100,1000,1300,1500,1100,3,2,2,3,3,3,2,2,4,9999,4,4,4,5,5,3,5,7,6,2,5,4,0.723224774339801,0.549698658424015,0.648432277180327,0.731466426769448,1,11,1,1,6,2,6,3,1,3,1,1,1,6,6,6,6,6,9,3,3,9,6,6,1,1,1,9,6,4,2,6,6,6,6,66,66,66,6,6,6,1,1,1,1,1,2,6,66,1,5,3,5,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,13,10,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,1,2,3,1,1,2,2,3,1,2,1,1,4,2,2,2,2,1,1,2,1,3,7,3,2,20,2,6,1,2019,5,111,6,4,0.0329073629022616,"0,876370380372908",1,0.035905221,"0,572412057"
30,6,6,4,2,6,3,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,4,2,4,2,4,2,4,2,3,2,2,6,2,2,2,2,3,2,2,2,2,1,1,2,3,4,3,2,2,3,3,1,1,3,6666,6666,1,2,4,5,3,5,3,3,3,1300,1200,9999,9999,1400,9999,9999,3,3,9999,9999,3,9999,5,1,3,3,3,4,5,6,5,4,3,5,1,4,4,0.752886607297607,0.479754093261804,0.434532406757838,0.452584534882761,2,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,6,11,5,5,11,2,1,2,1,6,1,6,1,6,6,6,6,6,66,66,6,9,6,6,2,1,1,1,1,1,6,66,1,7,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,8,2,2,2,1,2,2,2,3,1,2,2,2,2,2,2,2,1,1,1,2,4,1,1,2,2,2,4,2,2,2,1,1,1,2,2,2,2,1,2,2,6,3,5,32,3,4,3,2019,6,111,6,4,0.381488254030958,"NA",1,0.750422349,"NA"
35,5,5,4,2,7,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,5,1,5,2,4,1,4,2,3,0,2,8,3,3,3,3,3,1,1,1,2,2,1,3,1,2,3,4,4,1,3,2,2,1,1,6666,6666,2,3,5,5,4,4,4,5,1200,1300,1200,1200,1800,1200,5,3,3,3,3,3,3,4,2,4,5,5,6,3,6,4,7,5,6,2,6,5,0.948734349595173,0.86400911210593,0.821506978202917,0.788945470151779,2,13,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,4,10,2,2,2,2,6,1,6,2,6,6,6,6,6,66,66,6,9,6,6,2,1,1,2,1,1,6,66,2,4,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,13,10,1,1,2,2,2,2,1,5,1,2,2,2,2,2,2,2,2,1,1,3,4,1,1,1,1,1,5,3,3,2,2,2,2,2,1,2,2,1,2,1,3,2,2,32,3,3,3,2019,7,111,9,7,0.526885650517794,"NA",1,0.953272827,"NA"
36,5,5,2,2,3,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,3,5,2,4,2,3,1,4,3,3,5,4,7,4,4,2,4,4,2,2,1,2,2,2,2,2,3,1,1,1,2,2,2,1,3,6666,6666,1,3,4,5,5,2,3,5,5,9999,9999,9999,9999,9999,9999,2,9999,9999,9999,9999,9999,9999,4,4,4,4,4,1,1,6,4,5,6,6,1,6,1,0.76752528962362,0.516619368659189,0.388901039646317,0.523888618362591,2,13,1,9,6,2,6,7,3,6,6,66,6,6,6,6,1,6,4,1,6,66,2,6,2,6,66,4,6,66,6,6,6,6,6,66,66,2,11,6,6,2,1,1,2,2,3,1,5,2,3,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,6,2,1,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,1,2,3,2,1,2,2,3,2,1,1,1,4,2,1,2,2,2,1,2,1,4,5,2,1,61,6,666,2,2019,3,111,9,7,1.57248481332698,"NA",1,2.691958528,"NA"
40,5,5,3,2,1,2,3,2,2,2,1,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,3,2,3,1,4,2,2,4,3,1,4,3,2,2,4,2,2,1,2,2,2,3,3,2,4,4,4,3,3,1,2,3,6666,6666,1,2,3,5,5,4,3,3,4,1500,1200,1000,1300,1750,1500,3,3,3,3,3,3,3,2,4,1,4,4,3,3,5,3,5,6,6,3,5,3,0.696963319385181,0.505036898165924,0.532785723914616,0.281712101329064,2,13,1,1,6,2,6,7,3,6,6,66,6,6,6,6,1,6,8,3,6,66,2,6,2,6,66,1,6,66,6,6,6,6,6,66,66,5,9,6,6,1,1,1,2,1,1,6,66,1,6,5,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,12,10,1,1,2,1,1,1,1,5,2,6,6,6,6,6,6,6,6,6,1,2,2,1,3,2,1,2,5,4,2,4,2,2,2,2,1,2,1,1,1,2,3,2,1,41,4,666,1,2019,1,111,10,8,0.501551151504536,"NA",1,1.196234032,"NA"
42,5,5,4,1,1,1,7,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,2,4,2,3,1,1,2,3,1,2,3,3,2,2,3,4,1,1,2,2,2,2,3,2,3,3,3,3,2,3,2,2,2,6666,1,6666,1,4,5,4,3,3,3,3,1600,1800,1600,1800,2400,1500,1,3,3,3,3,3,3,2,3,4,5,5,5,3,4,2,7,2,6,3,2,1,0.845826833824407,0.562673971223649,0.490082918602764,0.442401283119984,1,12,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,11,5,1,4,6,6,1,1,1,5,1,5,6,6,1,1,6,66,5,66,8,3,6,2,1,2,6,6,1,6,66,1,6,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,13,10,1,1,2,2,2,2,2,4,2,6,6,6,6,6,6,6,6,6,2,2,3,1,3,2,1,1,2,4,2,2,1,2,2,2,1,2,2,1,1,1,4,1,2,36,3,6,3,2019,1,111,10,8,0.533482302851799,"NA",1,0.868486054,"NA"
44,3,3,3,2,4,1,8,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,5,4,1,5,1,4,1,4,3,2,8,3,1,4,3,3,2,3,2,1,2,2,2,2,1,2,3,3,3,4,4,3,2,2,1,1,6666,6666,3,4,5,4,5,3,3,3,1000,900,1200,1200,1500,1300,3,3,3,3,3,3,3,9999,2,4,4,4,7,2,7,2,6,4,5,2,5,4,0.944558157193203,0.776147790006857,0.617417583475703,0.516235704519256,2,8,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,5,11,6,6,1,1,1,5,2,5,6,6,1,2,1,5,3,66,7,4,6,5,4,2,6,6,2,6,66,1,6,3,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,12,8,1,1,1,1,2,2,2,5,2,6,6,6,6,6,6,6,6,6,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,3,3,3,46,4,3,4,2019,4,111,7,6,0.0373488438692312,"0,378292096944336",1,0.045834388,"0,4340319"
45,5,5,2,1,8,1,5,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,5,2,3,6,1,3,3,5,4,0,3,3,4,4,4,2,1,1,2,2,1,2,1,1,4,4,4,3,3,2,2,1,1,6666,6666,3,1,5,5,2,5,5,5,1100,950,1200,1300,1500,1000,2,3,3,3,3,3,3,3,3,3,9999,3,4,5,6,1,5,6,6,1,7,2,0.860946961256049,0.82602198374207,0.815206925106399,0.800086797674758,1,13,1,1,6,2,6,5,3,6,6,66,1,6,6,6,6,6,10,4,6,66,6,6,1,6,66,5,2,66,6,6,1,2,3,4,2,66,10,4,6,1,1,2,6,6,1,6,66,2,3,5,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,4,3,1,2,2,2,2,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,3,1,2,1,2,4,2,4,2,3,1,2,2,1,2,2,2,1,2,2,2,2,2,51,5,666,1,2019,8,111,9,7,0.838851859019258,"NA",1,1.104566919,"NA"
46,5,5,2,2,5,2,7777,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,5,5,2,5,2,3,1,1,2,2,1,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,3,2,2,1,1,3,6666,6666,2,3,6,6,6,6,6,6,6,1200,1100,1350,1200,1400,1100,3,3,3,2,3,3,2,5,1,3,3,4,6,6,4,4,6,6,7,4,7,4,0.880329941208675,0.756927567194989,0.754239468044425,0.858909760680516,2,12,1,1,6,2,6,7,1,3,2,99,1,6,6,7,6,1,4,1,1,4,6,2,1,2,8,3,2,4,6,6,1,1,6,66,66,4,10,6,6,2,1,1,3,1,1,6,66,1,4,5,1,9,9,9,9,9,9,9,9,9,9,1,2,2,2,1,2,2,2,2,2,6,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,5,2,1,2,2,2,2,1,2,4,4,2,5,56,5,6,3,2019,5,120,0,0,0.52330759482291,"NA",1,0.900881173,"NA"
48,4,4,3,2,6,4,8888,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6666,2,2,3,3,5,2,6,4,2,2,10,2,5,4,3,4,4,4,1,2,2,2,1,3,3,3,3,2,3,3,3,4,2,1,1,1,6666,6666,1,6,5,5,5,6,6,5,1200,1200,800,1200,1500,1200,4,3,3,3,3,3,2,3,4,4,4,5,5,1,6,7,5,5,6,1,5,2,0.311933786166844,0.314310453681916,0.452446979138296,0.459444439859253,2,11,3,3,2,2,6,3,1,1,2,2,8,3,6,6,1,6,10,4,1,4,2,6,2,1,1,5,6,5,6,6,6,6,6,66,6,66,11,3,6,2,1,2,6,6,3,1,5,2,2,4,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,6,2,2,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,4,2,3,2,4,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,5,4,5,51,5,6,3,2019,6,111,6,4,0.358457420370098,"NA",3,0.634803708,"NA"
49,3,3,3,1,2,2,9,1,2,2,2,2,2,2,2,2,2,1,2,2,3,6666,3,5,2,5,2,3,4,4,2,3,7,2,3,9999,9999,9999,9999,9999,2,1,2,2,2,2,2,3,3,1,4,4,3,3,1,1,1,1,6666,6666,2,4,5,5,5,5,3,3,1250,1150,1200,1200,1200,1200,5,3,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,0.815206925106399,0.758320409501358,0.608959968527246,0.792326590350739,1,7,1,1,6,2,6,4,1,1,2,4,1,6,6,6,6,6,10,4,4,10,6,6,1,1,1,5,2,2,6,6,1,1,6,66,4,66,2,4,6,4,3,1,2,3,2,6,66,1,6,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,12,7,1,1,2,1,2,2,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,1,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,3,7,2,3,47,4,4,4,2019,2,112,8,0,0.807842562552016,"NA",1,0.675643307,"NA"
50,6,6,4,1,3,1,8,2,2,2,2,2,2,1,2,2,2,1,2,2,3,6666,4,5,2,5,2,3,2,4,2,3,2,2,8,3,3,3,3,3,2,1,2,2,2,2,2,2,3,3,3,3,3,2,2,1,3,6666,6666,1,2,3,4,4,4,3,3,3,1200,1300,1200,1300,1500,1200,5,2,3,2,2,3,3,4,3,4,5,3,4,3,5,1,5,6,7,3,7,3,0.860946961256049,0.800739178837949,0.894752661015877,0.847768433157537,1,14,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,11,5,2,6,2,2,2,2,6,1,6,4,6,6,6,6,6,66,66,6,9,6,6,2,1,1,1,1,1,6,66,1,6,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,12,9,1,1,1,1,2,1,2,3,2,6,6,6,6,6,6,6,6,6,1,3,3,2,1,2,1,3,1,1,1,1,1,1,2,1,1,2,1,1,1,2,4,2,1,32,3,3,3,2019,3,112,7,0,0.344686526782032,"NA",3,0.639507578,"NA"
51,2,2,3,1,5,2,9,2,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,3,2,5,4,2,5,4,4,3,8,4,10,3,2,1,2,4,1,1,1,2,2,1,2,1,1,1,2,3,3,3,2,2,1,1,6666,6666,2,2,5,4,3,3,3,3,1100,800,1200,1300,1800,1400,5,3,3,2,2,3,2,4,2,4,4,4,3,5,7,1,7,6,4,1,5,3,0.574167306300878,0.625119496288733,0.451202787429606,0.687079251366616,1,7,1,1,6,2,6,4,1,1,2,5,1,6,6,6,6,6,8,3,4,10,6,6,1,1,1,4,2,5,6,6,1,1,6,66,66,2,1,6,6,4,3,1,2,3,2,6,66,1,5,3,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,2,11,5,1,1,1,2,1,2,2,3,2,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,3,5,3,1,61,6,4,4,2019,5,112,9,0,0.34468572671596,"1,46713836441532",1,0.172673992,"0,536652371"
52,5,5,2,2,2,1,7,2,2,2,2,2,2,2,2,2,1,1,2,2,3,6666,4,5,2,4,1,4,2,4,2,3,7,2,0,2,2,2,2,1,2,1,1,2,2,1,1,2,3,2,3,4,4,4,1,2,3,6666,6666,1,2,2,5,3,4,3,3,4,1400,1200,1400,1700,2000,1300,2,3,3,3,3,3,3,1,1,3,5,5,6,2,5,1,5,5,5,2,5,2,0.872772628607743,1,0.920454264090523,1,2,12,1,1,6,2,6,4,1,1,2,7,6,6,6,6,1,1,7,2,2,6,2,2,2,2,6,3,6,5,6,6,6,6,6,66,66,5,5,6,6,1,1,1,2,1,1,6,66,1,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,11,10,1,1,2,1,2,2,1,4,2,6,6,6,6,6,6,6,6,6,2,2,4,2,1,2,1,2,5,2,2,2,1,2,2,2,1,2,1,1,1,2,5,1,2,41,4,5,1,2019,2,111,7,5,0.0543298590958557,"0,238764510181724",1,0.090264813,"0,838018564"
54,2,2,3,2,5,2,7777,2,1,1,2,2,2,2,2,2,2,1,2,2,3,6666,4,4,2,3,2,3,3,4,3,2,5,3,5,2,3,3,2,2,2,1,2,2,2,2,2,2,3,2,2,3,3,3,2,1,1,1,6666,6666,3,3,4,3,4,4,4,3,1100,1100,1200,1300,1500,1200,1,3,3,2,2,3,2,2,4,4,4,4,5,4,4,5,5,4,5,3,4,3,0.696963319385181,0.562673971223649,0.491327110311454,0.59445058860103,2,6,1,1,6,2,6,1,3,6,6,66,1,6,6,6,6,6,9,3,6,66,6,6,1,6,66,1,2,66,6,6,1,1,6,66,66,4,9,6,6,4,1,2,6,6,8,6,66,1,6,4,5,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,88,99,3,1,1,3,1,3,2,3,2,6,6,6,6,6,6,6,6,6,3,2,3,2,1,2,2,2,3,3,2,2,4,2,2,1,1,2,1,3,1,2,6,2,2,51,5,666,4,2019,5,111,9,7,4.3471678910377,"NA",1,2.859157829,"NA"
